"Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","User_Score","Release_Year","id"
78,253,"Apple","A.G. Cook",2020-09-18,"The second full-length release in 2020 for the British electronic producer features contributions from Hannah Diamond and Caroline Polachek.",7.6,2020,"agcook2020appple"
78,254,"I Was Born Swimming","Squirrel Flower",2020-01-31,"The debut full-length release for the Boston singer-songwriter Ella Williams was recorded in New York City with producer Gabe Wax.",8.2,2020,"squirrelflower2020iwaing"
78,255,"Cape God","Allie X",2020-02-21,"The second full-length release for the Canadian indie pop artist features guest appearances from Mitski and Troye Sivan.",8.7,2020,"alliex2020capgod"
78,256,"Seeking Thrills","Georgia",2020-01-10,"The second full-length release for the British electo-pop artist features guest appearances by Maurice and Shygirl.",7.3,2020,"georgia2020seells"
78,257,"Honeymoon","Beach Bunny",2020-02-14,"The debut full-length release for the Chicago indie pop band led by Lili Trifilio was recorded with producer Joe Reinhart.",8.2,2020,"beachbunny2020honoon"
78,258,"Hey U x","BENEE",2020-11-13,"The debut full-length release for the New Zealand alternative pop artist features guest appearances from Lily Allen, Bakar, Kenny Beats, Gus Dapperton, Flo Milli, Grimes, Mallrat, and Muoki.",8.6,2020,"benee2020heyyux"
78,259,"S&M2 [Live]","Metallica",2020-08-28,"The live album of the metal band performing with the San Francisco Symphony at San Francisco's Chase Center features songs recorded over two nights in September 2019.",6,2020,"metallica2020sm2ive"
78,260,"Your Hero Is Not Dead","Westerman",2020-06-05,"The debut full-length release for the London-based singer-songwriter was recorded with Nathan Jenkins (aka Bullion) in Portugal.",8.4,2020,"westerman2020youead"
78,261,"All or Nothing","Shopping",2020-02-07,"The fourth full-length release for the post-punk trio was mixed and produced by Nick Sylvester.",8,2020,"shopping2020alling"
78,262,"Italian Ice","Nicole Atkins",2020-05-29,"The fifth full-length release for the New Jersey singer-songwriter was co-produced with Ben Tanner with contributions from Seth Avett, Britt Daniel, David Hood, Spooner Oldham, Erin Rae, McKenzie Smith, and John Paul White.",8.7,2020,"nicoleatkins2020itaice"
78,263,"What's New, Tomboy?","Damien Jurado",2020-05-01,"The latest full-length release for the singer-songwriter from Seattle was self-produced.",8.3,2020,"damienjurado2020whaboy"
78,264,"Swimmer","Tennis",2020-02-14,"The fifth full-length release for the indie pop husband-and-wife duo of Alaina Moore and Patrick Riley was self-produced and mixed by Claudius Mittendorfer.",8.5,2020,"tennis2020swimer"
78,265,"Made Of Rain","The Psychedelic Furs",2020-07-31,"The first new full-length studio release for the English alternative rock band since 1991's World Outside was produced with Richard Fortus.",7.9,2020,"thepsychedelicfurs2020madain"
78,266,"Flower of Devotion","Dehd",2020-07-17,"The third full-length release for the Chicago trio was produced by the band's guitarist, Jason Balla.",8.3,2020,"dehd2020floion"
78,267,"Ordinary Man","Ozzy Osbourne",2020-02-21,"The 12th full-length solo studio release for the Black Sabbath singer features guest appearances from Elton John, Post Malone and Travis Scott.",7.8,2020,"ozzyosbourne2020ordman"
78,268,"Fungus II","Wasted Shirt",2020-02-28,"The debut full-length release for the collaborative project of Lightning Bolt's Brian Chippendale and Ty Segall was recorded at Segall's house.",NA,2020,"wastedshirt2020funsii"
78,269,"Deep Down Happy","Sports Team",2020-06-05,"The debut full-length release for the the British indie rock band led by by Alex Rice was produced by Burke Reid.",4.4,2020,"sportsteam2020deeppy"
78,270,"Haunted Painting","Sad13",2020-09-25,"The second full-length release for the solo project of Sadie Dupuis was mixed by Sarah Tudzin.",8.2,2020,"sad132020hauing"
78,271,"Hey Clockface","Elvis Costello",2020-10-30,"The latest full-length solo release for the British singer-songwriter  was produced with Sebastian Krys and recorded in Helsinki, New York and Paris.",8,2020,"elviscostello2020heyace"
78,272,"Storm Damage","Ben Watt",2020-01-31,"The fourth full-length solo release for the former Everything But The Girl member features a guest appearance from Alan Sparhawk of Low.",NA,2020,"benwatt2020stoage"
77,273,"The Main Thing","Real Estate",2020-02-28,"The fifth full-length release for the New Jersey indie rock band features a guest appearance from Sylvan Esso.",7.9,2020,"realestate2020theing"
77,274,"Dream Nails","Dream Nails",2020-08-28,"The second full-length release for the British all-female punk/riot grrrl band was produced and mixed by Tarek Musa.",NA,2020,"dreamnails2020dreils"
77,275,"Alicia","Alicia Keys",2020-09-18,"The seventh full-length studio release for the R&B artist features guest appearances from Snoh Aalegra, Diamond Platnumz, Khalid, Miguel, Sampha, Jill Scott, and Tierra Whack.",8.5,2020,"aliciakeys2020alicia"
77,276,"Daughter","Lydia Loveless",2020-09-25,"The latest full-length release for the Ohio singer-songwriter was recorded in Chicago with producer Tom Schick.",NA,2020,"lydialoveless2020dauter"
77,277,"Have You Lost Your Mind Yet?","Fantastic Negrito",2020-08-14,"The latest full-length release for the two-time Grammy winner was inspired by socially and politically-aware albums from 1960s-70s.",NA,2020,"fantasticnegrito2020havyet"
77,278,"Silver Tongue","Torres",2020-01-31,"The fourth full-length release for the Nashville-based singer-songwriter was recorded in Brooklyn and is her first on the Merge label.",8.5,2020,"torres2020silgue"
77,279,"Waterfall II","My Morning Jacket",2020-07-10,"The eighth full-length release for the rock band led by Jim James features 10 tracks from the same recording sessions as 2015's The Waterfall.",8.5,2020,"mymorningjacket2020watlii"
77,280,"The Baby","Samia",2020-08-28,"The debut full-length release for the New York singer-songwriter was recorded with producers Caleb Hinz, Hippo Campus' Jake Luppen and Nathan Stocker.",8.2,2020,"samia2020theaby"
77,281,"April","Emmy the Great",2020-10-09,"The fourth full-length release for the singer-songwriter was written in less than a month in 2018 after visiting her parents in Hong Kong.",NA,2020,"emmythegreat2020aprril"
77,282,"Love, Death & Dancing","Jack Garratt",2020-06-12,"The second full-length release for the British singer-songwriter  was self-produced with additional production from Brett Cox, James Flannigan and Jacknife Lee.",7.4,2020,"jackgarratt2020loving"
77,283,"Hate for Sale","Pretenders",2020-07-17,"The 11th full-length studio release for the Chrissie Hynde-led rock band was produced by Stephen Street.",7.8,2020,"pretenders2020hatale"
77,284,"Blonde on the Tracks","Emma Swift",2020-08-14,"The Bob Dylan covers album from the Nashville-based Australian singer-songwriter was produced by Patrick Sansone.",NA,2020,"emmaswift2020blocks"
77,285,"Jacqueline","Jackie Lynn",2020-04-10,"The second full-length release for the Haley Fohr music project includes the Bitchin Bajas' Cooper Crain, Rob Frye, and Dan Quinlivan.",8,2020,"jackielynn2020jacine"
77,286,"Beat Poetry for Survivalists","Luke Haines",2020-03-06,"The debut full-length release for the collaboration between R.E.M.'s Peter Buck and The Auteurs' Luke Haines includes contributions from Scott McCaughey and Linda Pitmon.",NA,2020,"lukehaines2020beasts"
77,287,"LP5","John Moreland",2020-02-07,"The fifth full-length solo studio release for the singer-songwriter was produced by Matt Pence.",NA,2020,"johnmoreland2020lp5lp5"
77,288,"WE ARE CHAOS","Marilyn Manson",2020-09-11,"The 11th full-length studio release for the rock band was produced with Shooter Jennings.",8.6,2020,"marilynmanson2020weaaos"
77,289,"Shadow Offering","Braids",2020-06-19,"The fourth full-length release for the Canadian art rock trio was was co-produced with Chris Walla.",7.5,2020,"braids2020shaing"
77,290,"Cantus Descant","Sarah Davachi",2020-09-18,"The latest full-length release for the Canadian composer features recordings of a variety of church organs in Amsterdam, Chicago, Vancouver, Copenhagen and Los Angeles.",NA,2020,"sarahdavachi2020canant"
77,291,"What to Look for in Summer [Live]","Belle and Sebastian",2020-12-11,"The 23-track release from the Scottish indie pop band features live tracks recorded during its 2019 world tour.",NA,2020,"belleandsebastian2020whaive"
77,292,"K.G.","King Gizzard & the Lizard Wizard",2020-11-20,"The 16th full-length release for the Australian psychedelic rock band was recorded remotely from each member's home during the COVID-19 quarantine.",8.6,2020,"kinggizzardthelizardwizard2020kgkg"
77,293,"10 Songs","Travis",2020-10-09,"The ninth full-length studio release for the Scottish indie rock band led by Fran Healey features a guest appearance from the Bangles' Susanna Hoffs.",8.4,2020,"travis202010sngs"
77,294,"Breach","Fenne Lily",2020-09-18,"The second full-length release for the British singer-songwriter was recorded in Chicago with producer Brian Deck and Steve Albini.",NA,2020,"fennelily2020breach"
77,295,"It Was Good Until It Wasn't","Kehlani",2020-05-08,"The second full-length studio release for the R&B artist from Oakland, California features guest appearances from Jhene Aiko, James Blake, Tony Lanez, Lucky Daye, and Masego.",8.7,2020,"kehlani2020itwsnt"
77,296,"So When You Gonna...","Dream Wife",2020-07-03,"The second full-length release for the London-based trio was produced and mixed by Marta Salogni.",8.2,2020,"dreamwife2020sownna"
77,297,"Local Honey","Brian Fallon",2020-03-27,"The third full-length solo release for The Gaslight Anthem frontman was produced by Peter Katis.",8.4,2020,"brianfallon2020locney"
77,298,"El Dorado","Marcus King",2020-01-17,"The debut full-length solo release for the guitarist from South Carolina was produced by the Black Keys' Dan Auerbach.",6.9,2020,"marcusking2020eldado"
77,299,"SUGAREGG","Bully",2020-08-21,"The third full-length release for Alicia Bognanno's rock project was produced by John Congleton.",NA,2020,"bully2020sugegg"
77,300,"Making a Door Less Open","Car Seat Headrest",2020-05-01,"The first release in four years for the band led by Will Toledo was recorded over two sessions and is said to ""contain elements of EDM, hip hop, futurism, doo-wop, soul, and of course rock and roll.""",7.4,2020,"carseatheadrest2020makpen"
77,301,"The Don of Diamond Dreams","Shabazz Palaces",2020-04-17,"The fifth full-length studio release for the duo of Ishmael Butler and Tende ‘Baba’ Maraire feature guest appearances from Darius, Carlos Overall, Purple Tape Nate, and Stas THEE Boss.",8,2020,"shabazzpalaces2020theams"
77,302,"Serpentine Prison","Matt Berninger",2020-10-16,"The debut full-length solo release for The National's frontman was recorded over 14 days with producer Booker T. Jones.",7.5,2020,"mattberninger2020serson"
76,303,"Renegade Breakdown","Marie Davidson",2020-09-25,"The Canadian dance artist returns with L'Oeil Nu (Pierre Guerineau and Asaël R. Robitaille) with a pop and rock-inspired album.",NA,2020,"mariedavidson2020renown"
76,304,"Ultra Mono","Idles",2020-09-25,"The third full-length release for the British punk rock band features contributions from Kenny Beats.",7.7,2020,"idles2020ultono"
76,305,"Startisha","Naeem",2020-06-12,"The first full-length release for the rapper as Naeem (previous albums were under the name Spank Rock) features guest appearances Amanda Blank, Micah James, Swamp Dogg, Velvet Negroni, and Justin Vernon.",NA,2020,"naeem2020stasha"
76,306,"Great Dismal","Nothing",2020-10-30,"The fourth full-length release for the Philadelphia shoegaze band led by Domenic Palermo was produced by Grant Yip.",8.1,2020,"nothing2020gremal"
76,307,"Imploding the Mirage","The Killers",2020-08-21,"The sixth full-length studio release for the rock band features guest appearances from k.d. lang and Weyes Blood.",8.6,2020,"thekillers2020impage"
76,308,"Illusion of Time","Daniel Avery",2020-03-27,"The debut full-length release for the collaboration between Daniel Avery and Alessandro Cortini was created over several years.",6.8,2020,"danielavery2020illime"
76,309,"Sorry for the Late Reply","Sløtface",2020-01-31,"The second full-length release for the Norwegian punk-pop band includes songs about climate change, immigration, and relationships.",6.7,2020,"sløtface2020sorply"
76,310,"Dream On","Alice Boman",2020-01-17,"The debut full-length release for the Swedish singer-songwriter was produced by Patrik Berger.",7.5,2020,"aliceboman2020dremon"
76,311,"Marigold","Pinegrove",2020-01-17,"The fourth full-length release for the New Jersey indie rock band was recorded in upstate New York.",6.9,2020,"pinegrove2020marold"
76,312,"Rare","Selena Gomez",2020-01-10,"The third full-length solo release for the pop artist features guest appearances by 6lack and Kid Cudi (plus Kygo, Gucci Mane and Marshmello on special editions).",8.7,2020,"selenagomez2020rarare"
76,313,"Find the Sun","Deradoorian",2020-09-18,"The second full-length solo release for the former Dirty Projectors member was recorded at Stinson Beach, California with Samer Ghadry and Dave Harrington.",NA,2020,"deradoorian2020finsun"
76,314,"Harmony Avenue","Jade Hairpins",2020-05-29,"The debut full-length release for the band that includes Jonah Falco and Mike Haliechuk of Fucked Up, Tamsin M Leach and Jack Goldstein was recorded by Alex Gamble.",NA,2020,"jadehairpins2020harnue"
76,315,"Snapshot of a Beginner","Nap Eyes",2020-03-27,"The fourth full-length release for the Canadian band led by Nigel Chapman was co-produced by Jonathan Low and James Elkington.",NA,2020,"napeyes2020snaner"
76,316,"Random Desire","Greg Dulli",2020-02-21,"The second full-length solo studio release for the The Afghan Whigs/The Twilight Singers member features contributions from Rick G. Nelson, Dr. Stephen Patt, Mathias Schneeberger, Jon Skibic, and Jon Theodore.",8.7,2020,"gregdulli2020ranire"
76,317,"The Mosaic of Transformation","Kaitlyn Aurelia Smith",2020-05-15,"The eighth full-length release for the electronic composer is her first on the Ghostly International label.",NA,2020,"kaitlynaureliasmith2020theion"
76,318,"Melanie C","Melanie C",2020-10-02,"The eighth full-length solo release for the Spice Girl features a guest appearance from Nadia Rose.",8.4,2020,"melaniec2020meliec"
76,319,"Be Up a Hello","Squarepusher",2020-01-31,"The first new solo full-length studio release in five years for the British electronic artist features vintage analogue equipment.",6.5,2020,"squarepusher2020beullo"
76,320,"Sing in a World That's Falling Apart","Black Lips",2020-01-24,"The ninth full-length studio release for the Atlanta garage rock band features influences from country music.",7.1,2020,"blacklips2020sinart"
76,321,"Ur Fun","Of Montreal",2020-01-17,"The 16th full-length studio release for the indie pop band led by Kevin Barnes features a guest appearance from Locate S,1.",6.7,2020,"ofmontreal2020urffun"
76,322,"The Neon","Erasure",2020-08-21,"The latest full-length release from the British synth-pop duo was self-produced and recorded in Atlanta.",6.6,2020,"erasure2020theeon"
75,323,"Pyramid","Jaga Jazzist",2020-08-07,"The four-track album from the Norwegian ensemble was self-produced and created over two weeks in Sweden.",NA,2020,"jagajazzist2020pyrmid"
75,324,"Gene","LA Priest",2020-06-05,"The first full-length release for the Late Of The Pier frontman as LA Priest since 2015's Inji was co-produced with Erol Alkan.",NA,2020,"lapriest2020genene"
75,325,"Beginners","Christian Lee Hutson",2020-05-29,"The first full-length release on the Anti- label for the Los Angeles-based singer-songwriter was produced by Phoebe Bridgers.",6.3,2020,"christianleehutson2020begers"
75,326,"Legends Never Die","Juice WRLD",2020-07-10,"The posthumous release is the rapper's full-length studio album and features guest appearances from Halsey, Marshmello, Polo G, The Kid Laroi, and Trippie Redd.",8,2020,"juicewrld2020legdie"
75,327,"Dreamland","Glass Animals",2020-08-07,"The third full-length release for the British psychedelic pop band led by Dave Bayley (who also produced the album) was executive produced by Paul Epworth.",8.4,2020,"glassanimals2020dreand"
75,328,"Migration Stories","M. Ward",2020-04-03,"The latest full-length solo release for the singer-songwriter was recorded in Montreal with Arcade Fire's Tim Kingsbury and Richard Reed Parry, and with production from Craig Silvey and Teddy Impakt.",7.8,2020,"mward2020migies"
75,329,"Host","Cults",2020-09-18,"The fifth full-length release for the New York duo was produced by Shane Stoneback.",NA,2020,"cults2020hosost"
75,330,"Limbo","Aminé",2020-08-07,"The second full-length studio release for the Oregon rapper features guest appearances from Injury Reserve, JID, slowthai, Vince Staples, Summer Walker, Charlie Wilson, and Young Thug.",8.2,2020,"aminé2020limmbo"
75,331,"HUMANIST","Humanist",2020-02-21,"The debut full-length release for Exit Calm guitarist Rob Marshall features vocals from Joel Cadbury, Dave Gahan, Mark Gardener, Carl Hancock Rux, Jim Jones, Mark Lanegan, Ilse Maria, John Robb, and Ron Sexsmith.",NA,2020,"humanist2020humist"
75,332,"Future Teenage Cave Artists","Deerhoof",2020-05-29,"The 15th full-length studio release for the San Francisco indie/experimental pop band was self-produced.",8.6,2020,"deerhoof2020futsts"
75,333,"The New Abnormal","The Strokes",2020-04-10,"The first new full-length studio release in seven years for the New York rock bad was produced by Rick Rubin.",8.9,2020,"thestrokes2020themal"
75,334,"Hotspot","Pet Shop Boys",2020-01-24,"The 14th full-length studio release for the British synth-pop duo features a guest appearances from Years & Years and was produced by Stuart Price.",7.6,2020,"petshopboys2020hotpot"
75,335,"Arrow","Noveller",2020-06-12,"The ninth full-length release for Sarah Lipstate as Noveller was recorded in Los Angeles.",NA,2020,"noveller2020arrrow"
75,336,"ACCA","Ala.Ni",2020-01-31,"The second full-length release for the Paris-based British singer features guest appearances from Iggy Pop and Lakeith Stanfield.",NA,2020,"alani2020acccca"
75,337,"Muzz","Muzz",2020-06-05,"This is the debut full-length release for the indie rock project that includes Interpol's Paul Banks, The Walkmen's Matt Barrick, and Bonny Light Horseman's Josh Kaufman.",8.7,2020,"muzz2020muzuzz"
75,338,"Hyacinth","Spinning Coin",2020-02-21,"The second full-length release for the Glasgow-based indie rock band is the first with Rachel Taylor, who took over for the departing Cal Donnelly.",NA,2020,"spinningcoin2020hyanth"
75,339,"Songs for the General Public","The Lemon Twigs",2020-08-21,"The third full-length release for the brother duo of Brian and Michael D'Addario was self-produced and recorded.",7.6,2020,"thelemontwigs2020sonlic"
75,340,"Will This Make Me Good","Nick Hakim",2020-05-15,"The second full-length release for the Brooklyn-based artist was produced by Andrew Sarlo.",NA,2020,"nickhakim2020wilood"
75,341,"Plastic Hearts","Miley Cyrus",2020-11-27,"The seventh full-length studio album from Miley Cyrus features guest appearances from Dua Lipa, Billy Idol and Joan Jett.",9,2020,"mileycyrus2020plarts"
75,342,"Whole Lotta Red","Playboi Carti",2020-12-25,"The second full-length studio release for the Atlanta rapper features guest appearances from Future, Kid Cudi and Kanye West.",7.5,2020,"playboicarti2020whored"
75,343,"First Rose of Spring","Willie Nelson",2020-07-03,"The latest full-length release for the country singer-songwriter features two new songs and was produced by Buddy Cannon.",NA,2020,"willienelson2020firing"
75,344,"The Glow","DMA's",2020-07-10,"The third full-length studio release for the Australian trio was produced by Stuart Price.",8.4,2020,"dmas2020thelow"
75,345,"Quickies","Magnetic Fields",2020-05-15,"The 12th full-length release for the band led by Stephen Merritt features songs as short as 13 seconds to just over two and a half minutes.",6.4,2020,"magneticfields2020quiies"
75,346,"What You Gonna Do When the Grid Goes Down?","Public Enemy",2020-09-25,"The 15th full-length studio release for the rap group features guest appearances from Ad-Rock, Black Thought, George Clinton, Daddy-O, DJ Premier, Ice-T, Jahi, James Bomb, Mark Jenkings, Mike D, Ms. Ariel, Nas, PMD, Pop Diesel, Questlove, Rapsody, Run-DMC, The Impossebulls, and YG.",8,2020,"publicenemy2020whaown"
75,347,"Far Enough","Cable Ties",2020-03-27,"The second full-length release for the Australian punk trio of Jenny McKechnie, Nick Brown and Shauna Boyle was produced by Paul Maybury.",NA,2020,"cableties2020farugh"
75,348,"Silver Landings","Mandy Moore",2020-03-06,"The first new full-length release in over a decade from the pop artist/actor was produced by Mike Viola.",8.3,2020,"mandymoore2020silngs"
75,349,"Deleter","Holy Fuck",2020-01-17,"The fifth full-length release for the Canadian electronic band  features guest appearances from Nicholas Allbrook, Angus Andrew and Alexis Taylor.",7.4,2020,"holyfuck2020delter"
74,350,"Odin's Raven Magic","Sigur Rós",2020-12-04,"The recording of the collaboration between the Icelandic band, Hilmar Örn Hilmarsson, Steindór Andersen and Maria Huld Markan Sigfúsdóttir with the Schola Cantorum of Reykjavík and L’Orchestre des Laureats du Conservatoire National de Paris is finally released after having premiered it live on stage back in 2002.",7.8,2020,"sigurrós2020odigic"
74,351,"Planet's Mad","Baauer",2020-06-19,"The second full-length release for the electronic artist features a guest appearance from Bipolar Sunshine.",8,2020,"baauer2020plamad"
74,352,"Confetti","Little Mix",2020-11-06,"The sixth full-length studio release for the British pop group features contributions from such artists as Kamille, MNEK, Tayla Parx, and TMS.",8.9,2020,"littlemix2020contti"
74,353,"Sorceress","Jess Williamson",2020-05-15,"The fourth full-length release for the singer-songwriter from Texas was self-produced with some co-production from Al Carlson, Dan Duszynski, and Shane Renfro.",NA,2020,"jesswilliamson2020soress"
74,354,"KiCk i","Arca",2020-06-26,"The fourth full-length studio release for the electronic artist/producer features guest appearances from Björk, Rosalía, Shygirl, and SOPHIE.",8.6,2020,"arca2020kiccki"
74,355,"Everything Else Has Gone Wrong","Bombay Bicycle Club",2020-01-17,"The first full-length studio release in five years for the British indie rock band was produced with John Congleton.",7,2020,"bombaybicycleclub2020eveong"
74,356,"As Long as You Are","Future Islands",2020-10-09,"The sixth full-length studio release for the Baltimore band is its first as a quartet with drummer Mike Lowry and was produced with Steve Wright.",8.7,2020,"futureislands2020aslare"
74,357,"If You're Dreaming","Anna Burch",2020-04-03,"The second full-length release for the indie-pop singer-songwriter was produced with Sam Evian.",7,2020,"annaburch2020ifying"
74,358,"Everyday Nothing","Brooke Bentham",2020-02-28,"The debut full-length release for the London-based singer-songwriter was produced by Bill Ryder-Jones.",NA,2020,"brookebentham2020eveing"
74,359,"Self Worth","Mourn",2020-10-30,"The fourth full-length release for the Barcelona-based indie rock band was produced by Santi Garcia and Borja Pérez.",NA,2020,"mourn2020selrth"
74,360,"Myopia","Agnes Obel",2020-02-21,"The fourth full-length release for the Danish singer-songwriter was self-recorded and produced.",8.1,2020,"agnesobel2020myopia"
74,361,"Mystic Familiar","Dan Deacon",2020-01-31,"The fifth full-length solo release for the experimental electronic artist is his first in nearly five years.",8,2020,"dandeacon2020mysiar"
74,362,"Sucker's Lunch","Madeline Kenney",2020-07-31,"Produced by Jenn Wasner and Andy Stack, the third full-length release for the singer-songwriter features contributions from Olivia Gerber, Stephen Steinbrink, Boy Scouts' Taylor Vick, and Lambchop's Kurt Wagner.",NA,2020,"madelinekenney2020sucnch"
74,363,"Sixteen Oceans","Four Tet",2020-03-13,"The 10th full-length release for Kieran Hebden as Four Tet features vocals from Ellie Goulding on ""Baby.""",8.3,2020,"fourtet2020sixans"
74,364,"Brightest Blue","Ellie Goulding",2020-07-17,"The fourth full-length studio release for the British artist features guest appearances from blackbear, Diplo, Juice WRLD, Lauv, serpentwithfeet, and Swae Lee.",8.6,2020,"elliegoulding2020brilue"
74,365,"The Quickening","Jim White",2020-05-15,"The debut full-length improvised collaboration between Marisa Anderson and Jim White was recorded in Mexico City and Portland, Oregon.",NA,2020,"jimwhite2020theing"
74,366,"Got to Be Tough","Toots & the Maytals",2020-08-28,"The latest full-length studio release for the reggae group was produced by its frontman, Frederick ""Toots"" Hibbert.",NA,2020,"tootsthemaytals2020gotugh"
74,367,"Goons Be Gone","No Age",2020-06-05,"This is the fifth studio release for the Los Angeles noise rock duo fo Randy Randall and Dean Spunt.",NA,2020,"noage2020gooone"
73,368,"Making a New World","Field Music",2020-01-10,"The effects of World War I is the theme for the 19-song cycle that originated as a project for the Imperial War Museum from the British rock band.",7,2020,"fieldmusic2020makrld"
73,369,"There Is No Year","Algiers",2020-01-17,"The third full-length release for Atlanta-based quartet was produced by Randall Dunn and Ben Greenberg.",6.9,2020,"algiers2020theear"
73,370,"None of Us Are Getting out of This Life Alive","The Streets",2020-07-10,"The first full-length release in nearly 10 years for the British rapper features guest appearances from Oscar #Worldpeace, Hak Baker, Dapz on the Map, Donae'O, ELIZA, Greentea Peng, Rob Harvey, IDLES, Kasien, Jimothy Lacoste, Chris Lorenzo, Ms Banks, Jesse James Solomon, and Tame Impala.",8,2020,"thestreets2020nonive"
73,371,"Sundowner","Kevin Morby",2020-10-16,"The sixth full-length release for the Kansas-based singer-songwriter was recorded in Texas with producer Brad Cook  and completed remotely during the pandemic lockdown.",NA,2020,"kevinmorby2020sunner"
73,372,"Harkin","Harkin",2020-04-24,"The debut full-length solo release for the indie singer-songwriter features contributions from  Warpaint’s Stella Mozgawa and Wye Oak’s Jenn Wasner and was recorded with John Agnello and Richard Formby.",NA,2020,"harkin2020harkin"
73,373,"Knuckleball Express","The Howling Hex",2020-04-17,"The latest release for Neil Hagerty's Howling Hex project was recorded over eight days and was produced by Clay Jones.",NA,2020,"thehowlinghex2020knuess"
73,374,"Man Alive!","King Krule",2020-02-21,"The third full-length release for Archy Marshall as King Krule was inspired in part in his move away from London.",8.1,2020,"kingkrule2020manive"
73,375,"You Know I'm Not Going Anywhere","The Districts",2020-03-13,"The fourth full-length release for the Pennsylvania indie rock band was produced with Keith Abrams.",8,2020,"thedistricts2020youere"
73,376,"West of Eden","HMLTD",2020-02-07,"The debut full-length release for the London-based quintet features songs about masculinity, repression, violence, and western capitalism.",8,2020,"hmltd2020wesden"
73,377,"Fall To Pieces","Tricky",2020-09-04,"The 14th full-length studio release for the British electronic artist was recorded in Berlin.",7.6,2020,"tricky2020falces"
73,378,"Disco Volador","The Orielles",2020-02-28,"The second full-length release for the British indie-pop group was produced by Marta Salogni.",8,2020,"theorielles2020disdor"
73,379,"Dear Life","Brendan Benson",2020-04-24,"The seventh full-length solo release for the Raconteurs member was self-produced.",8,2020,"brendanbenson2020deaife"
73,380,"Hirudin","Austra",2020-05-01,"The fourth full-length release for Katie Stelmanis' music project features contributions from Cecile Believe, c_RL, Rodaidh McDonald, and Joseph Shabason.",7.3,2020,"austra2020hirdin"
73,381,"Free Love","Sylvan Esso",2020-09-25,"The third full-length studio release for the electro-pop duo of Amelia Meath and Nick Sanborn was produced by John Hill in Los Angeles and completed in North Carolina.",NA,2020,"sylvanesso2020freove"
73,382,"High Road","Kesha",2020-01-31,"The fourth full-length studio release for the pop singer features guest appearances from Big Freedia, Sturgill Simpson, Brian Wilson, and Wrabel.",8.6,2020,"kesha2020higoad"
73,383,"Wake UP!","Hazel English",2020-04-24,"The debut full-length release for the Los Angeles-based artist born in Australia was produced by Ben H. Allen and Justin Raisen.",8.1,2020,"hazelenglish2020wakeup"
73,384,"Abolition of the Royal Familia","The Orb",2020-03-27,"The latest full-length release for the British ambient house project led by Alex Paterson features contributions from such artists as Roger Eno, Miquette Giraudy, David Harrow, Steve Hillage, and Youth.",NA,2020,"theorb2020abolia"
73,385,"New Me, Same Us","Little Dragon",2020-03-27,"The sixth full-length release for the Swedish band was self-produced and is its first on the Ninja Tune label.",7.4,2020,"littledragon2020neweus"
73,386,"Birthmarks","Hilary Woods",2020-03-13,"The second full-length solo release for the Irish singer-songwriter was written over two years and recorded while she was pregnant in Ireland and Norway with producer Lasse Marhaug.",NA,2020,"hilarywoods2020birrks"
73,387,"MTV Unplugged [Live at Hull City Hall]","Liam Gallagher",2020-06-12,"The live recording of the Oasis singer's solo MTV Unplugged concert at Hull City Hall in August 2019 features the 24-piece Urban Soul Orchestra and Oasis guitarist Paul “Bonehead” Arthurs.",7.9,2020,"liamgallagher2020mtvall"
72,388,"Gentle Grip","Public Practice",2020-05-15,"The debut full-length release for the New York band that includes Samantha York and Vince McClelland of Wall and Drew Citron and Scott Rosenthal of Beverly features elements of funk, disco, and punk music.",NA,2020,"publicpractice2020genrip"
72,389,"Under the Spell of Joy","Death Valley Girls",2020-10-02,"The latest full-length release for the Los Angeles-based garage/psych rock band features a children's choir.",8,2020,"deathvalleygirls2020undjoy"
72,390,"I Feel Alive","TOPS",2020-04-03,"The fourth full-length release for the Canadian pop band led by Jane Penny and David Carriere is its first with Marta Cikojevic.",8.1,2020,"tops2020ifeive"
72,391,"Mixing Colours","Roger Eno",2020-03-20,"This is the debut full-length collaboration between brothers Brian and Roger Eno.",NA,2020,"rogereno2020mixurs"
72,392,"DISCO","Kylie Minogue",2020-11-06,"The 15th full-length studio release for the Australian dance-pop was mostly recorded and engineered by Minogue at her home studio during the COVID-19 lockdown.",9,2020,"kylieminogue2020dissco"
72,393,"Energy","Disclosure",2020-08-28,"The third full-length release for the British electronic duo features guest appearances from Amine, Blick Bassy, ChannelTres, Common, Fatoumata Diawara, Mick Jenkins, Kehlani, slowthai, and Syd.",7.8,2020,"disclosure2020energy"
72,394,"Colores","J Balvin",2020-03-20,"The sixth full-length studio release for the reggaeton artist was produced by Sky Rompiendo.",7.2,2020,"jbalvin2020colres"
72,395,"I Disagree","Poppy",2020-01-10,"The third full-length release for the artist first discovered on YouTube is the first on the Sumerian Records label.",8.5,2020,"poppy2020idiree"
72,396,"Protean Threat","Osees",2020-09-18,"John Dwyer and company return with yet another name change for its 23rd album.",7.2,2020,"osees2020proeat"
